Position in x [m],Voltage [V]
-0.0616021,4.02893
-0.0615914,3.91158
-0.0615817,3.79993
-0.0615719,3.72407
-0.0615622,3.64757
-0.061553,3.55017
-0.0615439,3.50076
-0.0615357,3.4388
-0.0615272,3.35371
-0.0615178,3.2832
-0.0615074,3.1835
-0.0614976,3.12371
-0.0614851,3.11722
-0.0614722,3.108
-0.0614581,3.1036
-0.0614435,3.09762
-0.061431,3.10606
-0.0614196,3.17103
-0.0614085,3.2417
-0.061398,3.47835
-0.0613866,3.55421
-0.0613753,3.55852
-0.0613634,3.60556
-0.0613518,3.62322
-0.0613401,3.60881
-0.0613286,3.58482
-0.0613173,3.60347
-0.061306,3.60074
-0.0612949,3.63359
-0.061284,3.67062
-0.0612735,3.68661
-0.0612632,3.71369
-0.0612519,3.76283
-0.0612406,3.78825
-0.0612291,3.83184
-0.061218,3.87721
-0.0612073,3.88795
-0.0611972,3.84106
-0.0611868,3.84855
-0.0611765,3.82182
-0.0611667,3.8278
-0.0611568,3.88846
-0.0611483,3.91728
-0.0611403,3.87333
-0.0611326,3.89523
-0.0611249,3.83299
-0.0611164,3.76556
-0.0611078,3.7544
-0.0610993,3.76037
-0.0610903,3.76996
-0.061081,3.76037
-0.0610726,3.76944
-0.0610649,3.81382
-0.0610567,3.81354
-0.0610478,3.81497
-0.0610385,3.83623
-0.0610289,3.86684
-0.0610182,3.85373
-0.061007,3.91
-0.0609963,4.00205
-0.0609858,4.03606
-0.0609748,4.05083
-0.0609642,4.08195
-0.0609556,4.05602
-0.0609465,4.04176
-0.0609374,4.01207
-0.060928,4.06314
-0.0609179,4.14419
-0.0609074,4.26039
-0.0608969,4.70162
-0.0608858,4.54824
-0.0608753,4.60696
-0.0608646,4.59544
-0.0608539,4.50611
-0.0608431,4.42542
-0.0608322,4.38278
-0.0608199,4.30577
-0.0608082,4.24159
-0.060796,4.19606
-0.0607839,4.23965
-0.0607729,4.27905
-0.060762,4.26867
-0.0607508,4.25478
-0.0607399,4.30938
-0.0607291,4.34402
-0.0607187,4.32767
-0.0607084,4.27905
-0.0606983,4.21047
-0.0606879,4.0844
-0.0606785,3.75273
-0.0606677,3.75
-0.0606569,3.88097
-0.0606459,3.96511
-0.0606353,3.96784
-0.0606263,3.9471
-0.0606181,3.91598
-0.0606098,3.88276
-0.0606014,3.82261
-0.0605922,3.81743
-0.0605824,3.84855
-0.0605716,3.88355
-0.0605612,3.86569
-0.06055,3.88925
-0.0605396,3.86526
-0.0605302,3.79589
-0.0605208,3.71369
-0.0605116,3.67105
-0.0605021,3.65664
-0.0604927,3.65276
-0.0604853,3.69734
-0.0604763,3.7696
-0.0604659,3.81224
-0.0604555,3.89408
-0.0604445,3.89911
-0.0604351,3.94191
-0.0604257,3.99299
-0.0604163,3.97303
-0.0604065,3.9507
-0.0603964,3.97188
-0.0603866,4.02893
-0.0603758,4.08714
-0.0603662,4.09232
-0.0603575,4.02086
-0.06035,3.98629
-0.0603411,4.06848
-0.0603323,4.09232
-0.0603227,4.12863
-0.0603131,4.15326
-0.0603024,4.17804
-0.0602918,4.19994
-0.0602806,4.22199
-0.0602699,4.23597
-0.0602599,4.26349
-0.0602502,4.25311
-0.0602397,4.26867
-0.0602283,4.31535
-0.0602154,4.36643
-0.0601997,4.39834
-0.0601826,4.50323
-0.0601705,4.70954
-0.0601589,4.65847
-0.0601484,4.57108
-0.0601384,4.50402
-0.060128,4.45021
-0.0601188,4.39834
-0.0601088,4.31614
-0.0600986,4.23157
-0.0600884,4.19815
-0.0600781,4.17646
-0.0600685,4.12993
-0.060058,4.1158
-0.0600478,4.14146
-0.0600384,4.139
-0.0600289,4.13136
-0.0600201,4.11228
-0.0600105,4.1027
-0.0600014,4.18244
-0.0599924,4.22199
-0.0599823,4.25102
-0.0599725,4.24404
-0.0599625,4.24793
-0.0599528,4.21938
-0.0599424,4.19851
-0.0599328,4.2037
-0.059924,4.1818
-0.0599152,4.20283
-0.059907,4.1586
-0.0598984,4.14419
-0.0598891,4.12539
-0.0598792,4.13251
-0.0598691,4.21392
-0.0598585,4.32054
-0.0598488,4.42506
-0.0598398,4.37399
-0.0598304,4.31096
-0.0598201,4.26946
-0.0598104,4.25311
-0.0598004,4.29266
-0.0597916,4.22718
-0.0597828,4.12618
-0.0597742,4.02411
-0.0597655,3.92116
-0.0597575,3.82131
-0.0597499,3.7675
-0.059742,3.69504
-0.059734,3.66507
-0.0597262,3.66183
-0.0597175,3.65224
-0.0597078,3.7513
-0.0596982,3.85864
-0.0596859,4.19721
-0.0596729,4.52397
