Position in z [a.u.],Voltage [V]
0.028513,1.22407
0.0285142,1.19295
0.0285142,1.07365
0.0285142,0.96473
0.0285146,0.865032
0.0285146,0.783195
0.0285154,0.766484
0.0285154,0.814315
0.0285154,0.884197
0.0285154,0.961485
0.0285154,1.14627
0.0285161,1.27514
0.0285161,1.43672
0.0285161,1.55487
0.0285173,1.56718
0.0285178,1.31224
0.0285178,1.14266
0.0285178,0.960694
0.0285185,0.860996
0.0285185,0.866183
0.0285193,0.901339
0.0285193,0.914805
0.0285193,0.938797
0.0285205,0.923237
0.0285209,0.886929
0.0285217,0.860996
0.0285217,0.868637
0.0285225,0.91805
0.0285225,0.94917
0.0285225,0.98029
0.0285232,0.835853
0.0285237,0.738096
0.0285237,0.658714
0.0285249,0.607637
0.0285249,0.513485
0.0285249,0.482365
0.0285256,0.497925
0.0285256,0.547851
0.0285256,0.606846
0.0285256,0.657923
0.0285264,0.745737
0.0285264,0.888871
0.0285264,1.01854
0.0285264,1.1735
0.0285276,1.27514
0.0285276,1.16832
0.0285276,1.00737
0.0285288,0.867486
0.0285288,0.783195
0.0285288,0.691138
0.0285296,0.683856
0.0285296,0.69387
0.0285303,0.638245
0.0285308,0.5861
0.028532,0.577668
0.028532,0.570539
0.028532,0.569236
0.0285327,0.619315
0.0285327,0.726141
0.0285327,0.858541
0.0285335,1.01387
0.0285335,1.15664
0.0285339,1.28904
0.0285347,1.35346
0.0285347,1.1722
0.0285359,0.912863
0.0285359,0.807978
0.0285359,0.700207
0.0285359,0.69387
0.0285359,0.695021
0.0285359,0.736515
0.0285367,0.844645
0.0285367,0.997154
0.0285367,1.22407
0.0285367,1.46071
0.0285367,1.65975
0.0285367,1.80498
0.0285367,1.92067
0.0285367,2.04681
0.0285367,2.14212
0.0285367,2.19917
0.0285367,2.2447
0.0285375,2.27697
0.0285375,2.25622
0.0285375,2.24197
0.0285375,2.24261
0.0285375,2.28944
0.0285375,2.35074
0.0285375,2.37033
0.0285375,2.36435
0.0285375,2.37437
0.0285375,2.37049
0.0285375,2.36111
0.0285375,2.3444
0.0285375,2.34491
0.0285375,2.34325
0.0285375,2.34325
0.0285375,2.36954
0.0285375,2.38201
0.0285375,2.40145
0.0285375,2.38589
0.0285375,2.37746
0.0285375,2.44295
0.0285386,2.46369
0.0285386,2.36788
0.0285386,1.90756
0.0285394,1.48471
0.0285398,1.28631
0.0285406,1.18776
0.0285414,1.27839
0.0285422,1.3868
0.028543,1.06846
0.0285438,0.967463
0.0285438,0.938797
0.0285446,0.985477
0.0285446,1.09959
0.0285453,1.35734
0.0285453,1.58635
0.0285457,1.81535
0.0285465,1.66933
0.0285465,1.28631
0.0285469,1.01933
0.0285477,0.84104
0.0285477,0.746888
0.0285485,0.683856
0.0285485,0.735724
0.0285497,0.912863
0.0285505,0.789686
0.0285509,0.628384
0.0285517,0.523859
0.0285517,0.473142
0.0285524,0.48482
0.0285536,0.565353
0.0285536,0.618011
0.0285548,0.513485
0.0285556,0.474293
0.0285556,0.477178
0.0285564,0.584158
0.0285568,0.707849
0.0285576,0.595322
0.0285576,0.478329
0.0285588,0.410902
0.0285588,0.389004
0.0285588,0.410902
0.0285595,0.466805
0.0285595,0.620312
0.0285603,0.803942
0.0285607,1.06328
