Position in z [a.u.],Voltage [V]
0.0217404,0.233402
0.0217513,0.228216
0.0217609,0.22952
0.0217705,0.238589
0.0217809,0.233402
0.0217914,0.231461
0.021801,0.228216
0.0218106,0.228216
0.0218206,0.235857
0.0218306,0.229007
0.0218402,0.233402
0.0218503,0.233402
0.0218594,0.227065
0.0218699,0.226912
0.0218799,0.232612
0.0218903,0.228216
0.0218999,0.223029
0.0219099,0.225124
0.02192,0.228216
0.0219291,0.228216
0.0219413,0.236648
0.0219538,0.22952
0.0219626,0.233402
0.0219726,0.233402
0.0219834,0.233402
0.0219935,0.233402
0.0220035,0.233402
0.0220139,0.226274
0.0220231,0.233402
0.022034,0.23031
0.022044,0.235857
0.0220536,0.233402
0.0220627,0.231461
0.0220732,0.232612
0.0220836,0.229366
0.0220932,0.227065
0.022104,0.229007
0.0221145,0.228216
0.0221253,0.228216
0.0221353,0.229007
0.0221449,0.226912
0.0221549,0.231461
0.0221641,0.228216
0.0221741,0.228216
0.0221837,0.228216
0.0221937,0.233402
0.0222037,0.233402
0.0222133,0.233402
0.0222233,0.223029
0.0222333,0.229007
0.0222437,0.229007
0.0222537,0.228216
0.0222641,0.228216
0.0222741,0.232252
0.0222837,0.233402
